Stellarium_test_image_315p00000_m30p00000.png001.png,0.3867,0.0860,0.8619,-0.3165,1.4928
Stellarium_test_image_315p00000_m60p00000.png001.png,-0.2527,-0.5203,-0.8138,0.0553,0.8883
Stellarium_test_image_330p00000_0p00000.png001.png,0.4806,-0.3058,-0.2003,0.7971,1.6519
Stellarium_test_image_330p00000_30p00000.png001.png,-0.5412,0.1817,-0.4661,0.6758,0.8664
Stellarium_test_image_330p00000_60p00000.png001.png,0.0257,0.1053,-0.9914,0.0739,1.1119
Stellarium_test_image_330p00000_90p00000.png001.png,-0.6677,0.0000,-0.0003,0.7444,1.5223
Stellarium_test_image_330p00000_m30p00000.png001.png,0.2733,0.8122,0.3079,-0.4134,1.6995
Stellarium_test_image_330p00000_m60p00000.png001.png,0.2575,0.5633,0.7847,0.0259,0.7857
Stellarium_test_image_345p00000_0p00000.png001.png,-0.0088,-0.7040,-0.6170,0.3518,1.2027
Stellarium_test_image_345p00000_30p00000.png001.png,-0.5643,0.2820,-0.4132,0.6568,1.9112
Stellarium_test_image_345p00000_60p00000.png001.png,-0.6299,0.1459,-0.2142,0.7322,1.9308
Stellarium_test_image_345p00000_90p00000.png001.png,-0.6678,0.0000,-0.0003,0.7443,1.4293
Stellarium_test_image_345p00000_m30p00000.png001.png,-0.6798,0.1185,-0.3171,-0.6506,0.8662
Stellarium_test_image_345p00000_m60p00000.png001.png,0.2278,0.6630,0.7024,0.1232,1.6417
Stellarium_test_image_45p00000_0p00000.png001.png,0.5193,-0.7066,0.0282,-0.4799,1.5262
Stellarium_test_image_45p00000_30p00000.png001.png,0.6617,-0.4982,0.0424,-0.5587,1.2942
Stellarium_test_image_45p00000_60p00000.png001.png,0.7227,-0.2583,0.0159,-0.6408,1.1503
Stellarium_test_image_45p00000_90p00000.png001.png,0.6664,0.0000,0.0003,-0.7456,1.7672
Stellarium_test_image_45p00000_m30p00000.png001.png,-0.3114,0.8606,0.0971,0.3912,1.0890
Stellarium_test_image_45p00000_m60p00000.png001.png,-0.0896,0.8774,0.4038,0.2430,1.1801
Stellarium_test_image_45p00000_m90p00000.png001.png,-0.0001,-0.7545,-0.6563,-0.0004,0.8023
Stellarium_test_image_60p00000_0p00000.png001.png,0.5614,-0.7013,-0.0912,-0.4299,0.4232
Stellarium_test_image_60p00000_30p00000.png001.png,0.6976,-0.4970,-0.0549,-0.5132,0.8603
Stellarium_test_image_60p00000_60p00000.png001.png,0.7468,-0.2554,-0.0417,-0.6126,1.1151
Stellarium_test_image_60p00000_90p00000.png001.png,-0.6665,-0.0000,-0.0003,0.7455,1.7536
Stellarium_test_image_60p00000_m30p00000.png001.png,-0.3639,0.8430,0.1986,0.3428,1.2891
Stellarium_test_image_60p00000_m60p00000.png001.png,0.1451,-0.8692,-0.4213,-0.2145,1.4406
Stellarium_test_image_60p00000_m90p00000.png001.png,-0.0001,-0.7544,-0.6564,-0.0003,1.6781
Stellarium_test_image_75p00000_0p00000.png001.png,-0.6062,0.6799,0.1943,0.3640,1.0071
Stellarium_test_image_75p00000_30p00000.png001.png,-0.7359,0.4787,0.1443,0.4566,1.4902
Stellarium_test_image_75p00000_60p00000.png001.png,0.7702,-0.2397,-0.0972,-0.5830,1.1175
Stellarium_test_image_75p00000_90p00000.png001.png,-0.6665,-0.0000,-0.0003,0.7455,1.7849
Stellarium_test_image_75p00000_m30p00000.png001.png,0.4134,-0.8179,-0.2846,-0.2812,0.9763
Stellarium_test_image_75p00000_m60p00000.png001.png,-0.1900,0.8552,0.4491,0.1758,1.1807
Stellarium_test_image_90p00000_0p00000.png001.png,0.6496,-0.6498,-0.2789,-0.2793,1.5294
Stellarium_test_image_90p00000_30p00000.png001.png,0.7743,-0.4471,-0.2237,-0.3880,1.8947
Stellarium_test_image_90p00000_60p00000.png001.png,0.7916,-0.2121,-0.1480,-0.5536,1.0751
Stellarium_test_image_90p00000_90p00000.png001.png,-0.6666,0.0000,-0.0003,0.7454,1.5324
Stellarium_test_image_90p00000_m30p00000.png001.png,0.4552,-0.7885,-0.3580,-0.2071,1.0962
Stellarium_test_image_90p00000_m60p00000.png001.png,0.2243,-0.8377,-0.4809,-0.1291,0.7597
Stellarium_test_image_0p00000_30p00000.png001.png,-0.5831,0.3697,-0.3370,0.6402,1.6998
Stellarium_test_image_0p00000_60p00000.png001.png,-0.6522,0.1910,-0.1751,0.7124,1.8385
Stellarium_test_image_0p00000_90p00000.png001.png,0.6662,-0.0000,0.0003,-0.7458,1.6723
Stellarium_test_image_0p00000_m30p00000.png001.png,-0.2756,0.7222,-0.4782,0.4170,1.3364
Stellarium_test_image_0p00000_m90p00000.png001.png,-0.0001,-0.7547,-0.6561,-0.0003,1.9839
Stellarium_test_image_105p00000_0p00000.png001.png,0.6830,-0.6124,-0.3533,-0.1832,1.2923
Stellarium_test_image_105p00000_30p00000.png001.png,-0.2109,-0.4977,0.8270,-0.1546,0.8636
Stellarium_test_image_105p00000_60p00000.png001.png,-0.8092,0.1729,0.1923,0.5276,1.3890
Stellarium_test_image_105p00000_90p00000.png001.png,0.6667,-0.0000,0.0003,-0.7453,1.6862
Stellarium_test_image_105p00000_m30p00000.png001.png,-0.4851,0.7577,0.4195,0.1210,1.4840
Stellarium_test_image_105p00000_m60p00000.png001.png,-0.2472,0.8184,0.5131,0.0763,1.8266
Stellarium_test_image_120p00000_0p00000.png001.png,-0.2695,0.6364,0.6897,0.2164,1.1678
Stellarium_test_image_120p00000_30p00000.png001.png,0.1628,0.7157,-0.6622,-0.1507,0.8099
Stellarium_test_image_120p00000_60p00000.png001.png,-0.8200,0.1219,0.2280,0.5106,0.7460
Stellarium_test_image_120p00000_90p00000.png001.png,0.6668,-0.0000,0.0003,-0.7453,1.6965
Stellarium_test_image_120p00000_m30p00000.png001.png,0.4993,-0.7277,-0.4697,-0.0251,0.9302
Stellarium_test_image_120p00000_m60p00000.png001.png,0.2580,-0.7981,-0.5442,-0.0197,1.9627
Stellarium_test_image_135p00000_0p00000.png001.png,0.7035,-0.5476,-0.4475,0.0705,1.0406
Stellarium_test_image_135p00000_30p00000.png001.png,-0.0642,-0.6629,0.7367,0.1169,0.9389
Stellarium_test_image_135p00000_60p00000.png001.png,-0.8185,0.0579,0.2519,0.5130,1.8182
Stellarium_test_image_135p00000_90p00000.png001.png,-0.6668,0.0000,-0.0003,0.7452,1.5630
Stellarium_test_image_135p00000_m30p00000.png001.png,-0.4938,0.7008,0.5090,-0.0780,0.8291
Stellarium_test_image_135p00000_m60p00000.png001.png,-0.2557,0.7776,0.5731,-0.0384,1.1662
Stellarium_test_image_150p00000_0p00000.png001.png,0.4795,0.2041,0.4940,0.6960,0.8989
Stellarium_test_image_150p00000_30p00000.png001.png,0.0032,-0.5978,-0.6363,0.4876,1.1067
Stellarium_test_image_150p00000_60p00000.png001.png,-0.7920,-0.0222,0.2576,0.5531,0.7150
Stellarium_test_image_150p00000_90p00000.png001.png,0.6669,0.0000,0.0003,-0.7451,1.5725
Stellarium_test_image_150p00000_m30p00000.png001.png,-0.4650,0.6782,0.5387,-0.1833,0.7277
Stellarium_test_image_150p00000_m60p00000.png001.png,0.2405,-0.7572,-0.5998,0.0951,0.8273
Stellarium_test_image_150p00000_m90p00000.png001.png,-0.0001,-0.7541,-0.6568,-0.0003,1.5305
Stellarium_test_image_15p00000_0p00000.png001.png,-0.2566,-0.0460,-0.9412,0.2151,1.2235
Stellarium_test_image_15p00000_30p00000.png001.png,0.6044,-0.4361,0.2448,-0.6201,1.2186
Stellarium_test_image_15p00000_60p00000.png001.png,0.6754,-0.2256,0.1272,-0.6905,1.3732
Stellarium_test_image_15p00000_90p00000.png001.png,0.6663,0.0000,0.0003,-0.7457,1.6728
Stellarium_test_image_15p00000_m30p00000.png001.png,0.1464,0.3402,0.6272,0.6852,1.7076
Stellarium_test_image_15p00000_m60p00000.png001.png,0.0583,0.8529,0.4533,0.2525,1.2961
Stellarium_test_image_15p00000_m90p00000.png001.png,-0.0001,-0.7546,-0.6562,-0.0003,1.8595
Stellarium_test_image_165p00000_0p00000.png001.png,-0.3131,0.0973,-0.5966,-0.7325,2.1589
Stellarium_test_image_165p00000_30p00000.png001.png,0.1403,-0.3421,-0.7948,0.4812,1.4626
Stellarium_test_image_165p00000_60p00000.png001.png,0.7145,0.1187,-0.2297,-0.6501,0.8045
Stellarium_test_image_165p00000_90p00000.png001.png,0.6670,-0.0000,0.0003,-0.7451,1.7018
Stellarium_test_image_165p00000_m30p00000.png001.png,0.4116,-0.6594,-0.5616,0.2835,1.7786
Stellarium_test_image_165p00000_m60p00000.png001.png,0.2126,-0.7369,-0.6246,0.1471,1.4114
Stellarium_test_image_165p00000_m90p00000.png001.png,-0.0001,-0.7540,-0.6569,-0.0003,0.7332
Stellarium_test_image_180p00000_0p00000.png001.png,0.4405,-0.5534,-0.4376,0.5552,1.2765
Stellarium_test_image_180p00000_30p00000.png001.png,0.4886,-0.4130,-0.2823,0.7148,1.6392
Stellarium_test_image_180p00000_60p00000.png001.png,0.5808,0.2069,-0.1552,-0.7718,1.2261
Stellarium_test_image_180p00000_90p00000.png001.png,0.6670,-0.0000,0.0003,-0.7450,1.7238
Stellarium_test_image_180p00000_m30p00000.png001.png,-0.3356,0.6419,0.5816,-0.3703,1.7542
Stellarium_test_image_180p00000_m60p00000.png001.png,0.1735,-0.7163,-0.6482,0.1916,0.9145
Stellarium_test_image_180p00000_m90p00000.png001.png,-0.0001,-0.7539,-0.6569,-0.0003,1.9891
Stellarium_test_image_195p00000_0p00000.png001.png,0.3207,-0.5260,-0.4690,0.6329,1.2936
Stellarium_test_image_195p00000_30p00000.png001.png,-0.2041,0.4390,0.2399,-0.8415,1.4288
Stellarium_test_image_195p00000_60p00000.png001.png,0.4680,0.2512,-0.0622,-0.8450,1.0071
Stellarium_test_image_195p00000_90p00000.png001.png,0.6671,-0.0000,0.0003,-0.7450,1.6993
Stellarium_test_image_195p00000_m30p00000.png001.png,-0.2434,0.6216,0.6032,-0.4364,1.4337
Stellarium_test_image_195p00000_m60p00000.png001.png,0.1256,-0.6944,-0.6715,0.2259,0.9813
Stellarium_test_image_195p00000_m90p00000.png001.png,-0.0001,-0.7539,-0.6570,-0.0003,1.6599
Stellarium_test_image_210p00000_0p00000.png001.png,0.1529,-0.5227,-0.4743,0.6917,1.2689
Stellarium_test_image_210p00000_30p00000.png001.png,0.4810,-0.4173,0.3915,0.6643,1.4232
Stellarium_test_image_210p00000_60p00000.png001.png,-0.4184,-0.2581,-0.0199,0.8706,1.5366
Stellarium_test_image_210p00000_90p00000.png001.png,0.6672,0.0000,0.0003,-0.7449,1.7685
Stellarium_test_image_210p00000_m30p00000.png001.png,-0.1428,0.5951,0.6294,-0.4789,1.2097
Stellarium_test_image_210p00000_m60p00000.png001.png,0.0714,-0.6706,-0.6953,0.2484,0.9832
Stellarium_test_image_210p00000_m90p00000.png001.png,-0.0001,-0.7538,-0.6571,-0.0004,1.6513
Stellarium_test_image_225p00000_0p00000.png001.png,-0.0282,0.4797,0.5198,-0.7063,1.3914
Stellarium_test_image_225p00000_30p00000.png001.png,-0.0972,-0.3911,-0.3120,0.8604,0.9724
Stellarium_test_image_225p00000_60p00000.png001.png,0.4121,0.2437,0.0878,-0.8735,0.7976
Stellarium_test_image_225p00000_90p00000.png001.png,0.6673,0.0000,0.0003,-0.7448,1.7367
Stellarium_test_image_225p00000_m30p00000.png001.png,0.0411,-0.5598,-0.6609,0.4981,0.9076
Stellarium_test_image_225p00000_m60p00000.png001.png,0.0140,-0.6448,-0.7193,0.2581,1.0081
Stellarium_test_image_225p00000_m90p00000.png001.png,-0.0001,-0.7537,-0.6572,-0.0003,1.8758
Stellarium_test_image_240p00000_0p00000.png001.png,0.0974,0.4346,0.5581,-0.7001,1.5310
Stellarium_test_image_240p00000_30p00000.png001.png,-0.1995,-0.3431,-0.3641,0.8426,1.3922
Stellarium_test_image_240p00000_60p00000.png001.png,0.4284,0.2154,0.1438,-0.8656,0.8709
Stellarium_test_image_240p00000_90p00000.png001.png,0.6673,0.0000,0.0003,-0.7448,1.7429
Stellarium_test_image_240p00000_m30p00000.png001.png,-0.0560,-0.5143,-0.6970,0.4966,1.7141
Stellarium_test_image_240p00000_m60p00000.png001.png,-0.0436,-0.6167,-0.7436,0.2548,0.9898
Stellarium_test_image_240p00000_m90p00000.png001.png,-0.0001,-0.7536,-0.6573,-0.0003,1.8770
Stellarium_test_image_255p00000_0p00000.png001.png,-0.1944,-0.3638,-0.6066,0.6796,1.3757
Stellarium_test_image_255p00000_30p00000.png001.png,0.2859,0.2817,0.4135,-0.8173,1.3741
Stellarium_test_image_255p00000_60p00000.png001.png,-0.4554,-0.1770,-0.1892,0.8518,1.5814
Stellarium_test_image_255p00000_90p00000.png001.png,0.6674,0.0000,0.0003,-0.7447,1.6989
Stellarium_test_image_255p00000_m30p00000.png001.png,0.1451,0.4574,0.7356,-0.4782,1.0515
Stellarium_test_image_255p00000_m60p00000.png001.png,0.0988,0.5872,0.7671,-0.2389,0.9458
Stellarium_test_image_270p00000_0p00000.png001.png,-0.5962,0.6398,-0.0676,-0.4803,1.0700
Stellarium_test_image_270p00000_30p00000.png001.png,0.3595,0.2076,0.4552,-0.7877,1.1963
Stellarium_test_image_270p00000_60p00000.png001.png,-0.4868,-0.1305,-0.2239,0.8342,1.0692
Stellarium_test_image_270p00000_90p00000.png001.png,0.6674,-0.0000,0.0003,-0.7447,1.7130
Stellarium_test_image_270p00000_m30p00000.png001.png,-0.2243,-0.3886,-0.7741,0.4465,1.0858
Stellarium_test_image_270p00000_m60p00000.png001.png,0.1495,0.5581,0.7885,-0.2109,0.9110
Stellarium_test_image_285p00000_0p00000.png001.png,-0.3536,-0.1831,-0.6832,0.6121,1.1774
Stellarium_test_image_285p00000_30p00000.png001.png,0.4213,0.1220,0.4852,-0.7564,1.0089
Stellarium_test_image_285p00000_60p00000.png001.png,-0.5189,-0.0779,-0.2472,0.8146,1.2058
Stellarium_test_image_285p00000_90p00000.png001.png,0.6675,0.0000,0.0003,-0.7446,1.6977
Stellarium_test_image_285p00000_m30p00000.png001.png,0.2921,0.3067,0.8101,-0.4055,1.3211
Stellarium_test_image_285p00000_m60p00000.png001.png,-0.1937,-0.5325,-0.8060,0.1713,1.1848
Stellarium_test_image_300p00000_0p00000.png001.png,0.3980,0.0526,0.7054,-0.5842,0.8574
Stellarium_test_image_300p00000_30p00000.png001.png,0.4718,0.0264,0.4996,-0.7260,1.3933
Stellarium_test_image_300p00000_60p00000.png001.png,-0.5499,-0.0213,-0.2583,0.7940,1.3161
Stellarium_test_image_300p00000_90p00000.png001.png,0.6676,0.0000,0.0003,-0.7445,1.6859
Stellarium_test_image_300p00000_m30p00000.png001.png,-0.3469,-0.2087,-0.8407,0.3597,1.0833
Stellarium_test_image_300p00000_m60p00000.png001.png,-0.2292,-0.5164,-0.8164,0.1199,1.2334
Stellarium_test_image_30p00000_0p00000.png001.png,-0.1054,-0.4293,-0.8375,0.3212,0.8101
Stellarium_test_image_30p00000_30p00000.png001.png,0.6303,-0.4789,0.1441,-0.5938,1.2621
Stellarium_test_image_30p00000_60p00000.png001.png,0.6988,-0.2483,0.0732,-0.6668,0.9698
Stellarium_test_image_30p00000_90p00000.png001.png,0.6663,0.0000,0.0003,-0.7456,1.6926
Stellarium_test_image_30p00000_m30p00000.png001.png,0.6248,-0.5729,-0.0692,-0.5259,1.9576
Stellarium_test_image_30p00000_m60p00000.png001.png,-0.0226,0.8756,0.4077,0.2581,0.7347
Stellarium_test_image_30p00000_m90p00000.png001.png,-0.0001,-0.7546,-0.6562,-0.0003,1.9024
Stellarium_test_image_315p00000_0p00000.png001.png,FAILED,3.3876
Stellarium_test_image_315p00000_30p00000.png001.png,-0.5114,0.0765,-0.4944,0.6987,1.3754
Stellarium_test_image_315p00000_60p00000.png001.png,-0.5787,0.0369,-0.2566,0.7732,1.4855
Stellarium_test_image_315p00000_90p00000.png001.png,0.6677,0.0000,0.0003,-0.7444,1.6594
Stellarium_test_image_315p00000_m30p00000.png001.png,0.3867,0.0860,0.8619,-0.3165,1.7574
Stellarium_test_image_315p00000_m60p00000.png001.png,-0.2527,-0.5205,-0.8137,0.0553,1.1643
Stellarium_test_image_330p00000_0p00000.png001.png,-0.3477,-0.1722,0.8443,-0.3696,1.2298
Stellarium_test_image_330p00000_30p00000.png001.png,-0.5412,0.1817,-0.4661,0.6759,1.4798
Stellarium_test_image_330p00000_60p00000.png001.png,-0.6053,0.0936,-0.2417,0.7526,1.7120
Stellarium_test_image_330p00000_90p00000.png001.png,0.6678,0.0000,0.0003,-0.7444,1.6639
Stellarium_test_image_330p00000_m30p00000.png001.png,0.2733,0.8122,0.3079,-0.4134,1.6034
Stellarium_test_image_330p00000_m60p00000.png001.png,-0.2575,-0.5633,-0.7847,-0.0259,1.4399
Stellarium_test_image_345p00000_0p00000.png001.png,-0.0088,-0.7040,-0.6170,0.3518,1.2464
Stellarium_test_image_345p00000_30p00000.png001.png,-0.5642,0.2820,-0.4132,0.6568,1.7570
Stellarium_test_image_345p00000_60p00000.png001.png,0.6299,-0.1459,0.2142,-0.7322,1.8499
Stellarium_test_image_345p00000_90p00000.png001.png,0.6678,0.0000,0.0003,-0.7443,1.6692
Stellarium_test_image_345p00000_m30p00000.png001.png,0.1243,-0.5633,0.7736,0.2624,1.4039
Stellarium_test_image_345p00000_m60p00000.png001.png,-0.2278,-0.6630,-0.7024,-0.1232,1.4305
Stellarium_test_image_45p00000_0p00000.png001.png,0.5193,-0.7066,0.0282,-0.4799,1.9457
Stellarium_test_image_45p00000_30p00000.png001.png,0.6617,-0.4982,0.0424,-0.5587,0.9560
Stellarium_test_image_45p00000_60p00000.png001.png,0.7227,-0.2583,0.0159,-0.6408,0.8051
Stellarium_test_image_45p00000_90p00000.png001.png,0.6664,0.0000,0.0003,-0.7456,0.8378
Stellarium_test_image_45p00000_m30p00000.png001.png,-0.3114,0.8606,0.0971,0.3912,1.0900
Stellarium_test_image_45p00000_m60p00000.png001.png,-0.0896,0.8774,0.4038,0.2430,1.3231
Stellarium_test_image_45p00000_m90p00000.png001.png,-0.0001,-0.7545,-0.6563,-0.0004,1.8593
Stellarium_test_image_60p00000_0p00000.png001.png,-0.5614,0.7013,0.0912,0.4299,0.8596
Stellarium_test_image_60p00000_30p00000.png001.png,0.6976,-0.4970,-0.0549,-0.5132,1.0670
Stellarium_test_image_60p00000_60p00000.png001.png,0.7468,-0.2554,-0.0418,-0.6126,1.1373
Stellarium_test_image_60p00000_90p00000.png001.png,0.6665,0.0000,0.0003,-0.7455,1.6938
Stellarium_test_image_60p00000_m30p00000.png001.png,-0.3639,0.8430,0.1986,0.3428,1.2934
Stellarium_test_image_60p00000_m60p00000.png001.png,0.1451,-0.8692,-0.4213,-0.2145,0.7820
Stellarium_test_image_60p00000_m90p00000.png001.png,-0.0001,-0.7544,-0.6564,-0.0003,1.6371
Stellarium_test_image_75p00000_0p00000.png001.png,-0.6062,0.6799,0.1943,0.3640,1.1813
Stellarium_test_image_75p00000_30p00000.png001.png,-0.7359,0.4787,0.1443,0.4566,1.7907
Stellarium_test_image_75p00000_60p00000.png001.png,0.7702,-0.2397,-0.0972,-0.5830,1.2055
Stellarium_test_image_75p00000_90p00000.png001.png,0.6665,0.0000,0.0003,-0.7455,1.6804
Stellarium_test_image_75p00000_m30p00000.png001.png,0.4134,-0.8179,-0.2846,-0.2812,2.1627
Stellarium_test_image_75p00000_m60p00000.png001.png,-0.1900,0.8552,0.4491,0.1758,1.3522
Stellarium_test_image_90p00000_0p00000.png001.png,0.6496,-0.6498,-0.2789,-0.2794,1.2816
Stellarium_test_image_90p00000_30p00000.png001.png,0.7743,-0.4471,-0.2237,-0.3880,1.5560
Stellarium_test_image_90p00000_60p00000.png001.png,0.7916,-0.2121,-0.1480,-0.5536,1.3524
Stellarium_test_image_90p00000_90p00000.png001.png,0.6666,-0.0000,0.0003,-0.7454,1.7005
Stellarium_test_image_90p00000_m30p00000.png001.png,0.4552,-0.7885,-0.3580,-0.2070,1.1255
Stellarium_test_image_90p00000_m60p00000.png001.png,0.2243,-0.8377,-0.4810,-0.1292,0.7936
Stellarium_test_image_0p00000_30p00000.png001.png,-0.5831,0.3697,-0.3370,0.6402,1.6723
Stellarium_test_image_0p00000_60p00000.png001.png,-0.6522,0.1910,-0.1751,0.7124,1.8177
Stellarium_test_image_0p00000_90p00000.png001.png,-0.6662,0.0000,-0.0003,0.7458,1.6582
Stellarium_test_image_0p00000_m30p00000.png001.png,-0.2756,0.7222,-0.4781,0.4170,1.2263
Stellarium_test_image_0p00000_m90p00000.png001.png,-0.0001,-0.7547,-0.6561,-0.0003,1.8764
Stellarium_test_image_105p00000_0p00000.png001.png,0.6830,-0.6124,-0.3534,-0.1832,1.2321
Stellarium_test_image_105p00000_30p00000.png001.png,0.8100,-0.4062,-0.2916,-0.3066,1.5899
Stellarium_test_image_105p00000_60p00000.png001.png,-0.8092,0.1729,0.1923,0.5276,1.4219
Stellarium_test_image_105p00000_90p00000.png001.png,-0.6667,0.0000,-0.0003,0.7454,1.6942
Stellarium_test_image_105p00000_m30p00000.png001.png,0.4851,-0.7577,-0.4195,-0.1211,2.1148
Stellarium_test_image_105p00000_m60p00000.png001.png,-0.2472,0.8184,0.5131,0.0763,1.4268
Stellarium_test_image_120p00000_0p00000.png001.png,-0.2695,0.6364,0.6897,0.2164,1.2837
Stellarium_test_image_120p00000_30p00000.png001.png,0.1628,0.7157,-0.6622,-0.1507,1.4808
Stellarium_test_image_120p00000_60p00000.png001.png,-0.8200,0.1219,0.2280,0.5106,0.7377
Stellarium_test_image_120p00000_90p00000.png001.png,-0.6668,0.0000,-0.0003,0.7453,1.6847
Stellarium_test_image_120p00000_m30p00000.png001.png,0.4993,-0.7276,-0.4697,-0.0251,0.8499
Stellarium_test_image_120p00000_m60p00000.png001.png,0.2579,-0.7981,-0.5442,-0.0197,1.4035
Stellarium_test_image_135p00000_0p00000.png001.png,-0.7035,0.5476,0.4475,-0.0705,1.0476
Stellarium_test_image_135p00000_30p00000.png001.png,-0.0642,-0.6629,0.7367,0.1169,0.9877
Stellarium_test_image_135p00000_60p00000.png001.png,-0.8185,0.0579,0.2519,0.5130,1.2977
Stellarium_test_image_135p00000_90p00000.png001.png,-0.6668,0.0000,-0.0003,0.7452,1.6723
Stellarium_test_image_135p00000_m30p00000.png001.png,-0.4938,0.7008,0.5089,-0.0780,1.0018
Stellarium_test_image_135p00000_m60p00000.png001.png,-0.2557,0.7776,0.5731,-0.0384,1.2886
Stellarium_test_image_150p00000_0p00000.png001.png,0.4795,0.2041,0.4940,0.6960,0.8649
Stellarium_test_image_150p00000_30p00000.png001.png,0.0032,-0.5978,-0.6363,0.4876,1.1695
Stellarium_test_image_150p00000_60p00000.png001.png,-0.7920,-0.0222,0.2576,0.5531,0.7054
Stellarium_test_image_150p00000_90p00000.png001.png,-0.6669,-0.0000,-0.0003,0.7452,1.5941
Stellarium_test_image_150p00000_m30p00000.png001.png,0.4650,-0.6782,-0.5387,0.1833,0.7388
Stellarium_test_image_150p00000_m60p00000.png001.png,0.2405,-0.7572,-0.5998,0.0951,1.6337
Stellarium_test_image_150p00000_m90p00000.png001.png,-0.0001,-0.7541,-0.6568,-0.0003,1.8631
Stellarium_test_image_15p00000_0p00000.png001.png,-0.2566,-0.0460,-0.9412,0.2151,1.2256
Stellarium_test_image_15p00000_30p00000.png001.png,-0.6044,0.4361,-0.2448,0.6201,1.3614
Stellarium_test_image_15p00000_60p00000.png001.png,0.6754,-0.2256,0.1272,-0.6905,1.9609
Stellarium_test_image_15p00000_90p00000.png001.png,0.6663,0.0000,0.0003,-0.7457,1.6662
Stellarium_test_image_15p00000_m30p00000.png001.png,0.1464,0.3402,0.6272,0.6852,1.6731
Stellarium_test_image_15p00000_m60p00000.png001.png,0.0583,0.8529,0.4533,0.2525,1.5303
Stellarium_test_image_15p00000_m90p00000.png001.png,-0.0001,-0.7546,-0.6561,-0.0003,1.8614
Stellarium_test_image_165p00000_0p00000.png001.png,0.3031,-0.2076,0.6593,-0.6561,1.2456
Stellarium_test_image_165p00000_30p00000.png001.png,0.1403,-0.3421,-0.7948,0.4812,1.4023
Stellarium_test_image_165p00000_60p00000.png001.png,0.7145,0.1187,-0.2296,-0.6502,1.7550
Stellarium_test_image_165p00000_90p00000.png001.png,-0.6670,0.0000,-0.0003,0.7451,1.6814
Stellarium_test_image_165p00000_m30p00000.png001.png,0.4116,-0.6594,-0.5616,0.2835,1.7315
Stellarium_test_image_165p00000_m60p00000.png001.png,0.2126,-0.7369,-0.6246,0.1471,1.6787
Stellarium_test_image_165p00000_m90p00000.png001.png,0.0001,0.7540,0.6569,0.0003,0.7305
Stellarium_test_image_180p00000_0p00000.png001.png,0.4405,-0.5534,-0.4376,0.5552,1.2734
Stellarium_test_image_180p00000_30p00000.png001.png,0.4886,-0.4130,-0.2823,0.7148,1.6219
